"","country_year","RECONCILED.post_elec_violence","RECONCILED.turnout","RECONCILED.elec_integrity","RECONCILED.pre_elec_legal_integrity","RECONCILED.elec_explicit_cheating","electexec","electleg","electboth","IAEP.Constitution.amended.this.year.","IAEP.Age.of.constitution..years.","govstruct","IAEP.Regional.government.reps.selected","IAEP.Election.scheduled","IAEP.Election.period","IAEP.Do.party.nominations.field.leg.candidates.","IAEP.Do.party.nominations.field.executive.candidates.","IAEP.Leg.elec.sys","IAEP.Exec.elec.sys","IAEP.Exec.elec.rules","IAEP.Num.of.parties.that.hold....5..of.legislature","IAEP.Official.state.party.","IAEP.Leg.elec.competetive.","IAEP.Exec.elec.competetive.","IAEP.Boycotted.by.major.party.","IAEP.Did.election.cause.protest.violence.","IAEP.protestpart","IAEP...of.pop.voting.in.leg.elec","IAEP...of.pop.voting.in.exec.elec","EXELEC","LEGELEC","QED.Transitional.election","QED.Runoff.election","QED.Freedom.to.change.government","QED.Freedom.of.association","QED.Freedom.of.speech","QED.Overall.election.quality","QED.Extent.of.election.problems","QED.Pre.election.legal.structural.enviornment","QED.Pre.election.political.conditions","QED.Pre.election.violence.unrest","QED.Pre.election.administrative.capacity","QED.Election.day.explicit.cheating","QED.Election.day.violence.unrest","QED.Election.day.administrative.capacity","PEI...years.since.last.regime.transition","PEI.WB.income.level","PEI.PEI.index.of.electoral.integrity..imputed","PEI.Rating.of.electoral.integrity..1.10.","PEI.Electoral.laws.index..0.100...imputed","PEI.Electoral.prodcedures.index..0.100...imputed","PEI.Voting.district.boundaries.index..0.100...imputed","PEI.Voter.regisration.index..0.100...imputed","PEI.Party.candidate.registration.index..0.100...imputed","PEI.Media.coverage.index..0.100...imputed","PEI.Campaign.finance.index..0.100...imputed","PEI.Voting.process.index..0.100...imputed","PEI.Vote.count.index..0.100...imputed","PEI.Voting.results.reactions.index..protests.disputes...0.100...imputed","PEI.Electoral.authorities.index..0.100...imputed","PEI.turnout","POLITY5.fragment","POLITY5.polity2","POLITY5.durable","POLITY5.parreg","POLITY5.parcomp","POLITY5.regtrans","FH.status","FH.fh_total","WB.GDP.per.capita..constant.2015.US..","WB.Foreign.direct.investment..net.inflows..BoP..current.US.","WB.Inflation..consumer.prices..annual...","WB.Gini.index","nelda1","nelda3","nelda4","nelda5","nelda11","nelda17","nelda18","nelda29","nelda30","nelda32","nelda45","nelda46","nelda47","nelda48","nelda49","CIRI.PHYSINT","CIRI.NEW_EMPINX","CIRI.ELECSD","CIRI.WOPOL","CIRI.INJUD","AFRO.datapresent","Press.Freedom.Index"
"109","Nigeria-2006",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,2,0,NA,"PF",8,2012.84477173092,4854353979.09081,8.22522152017048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,1,0,NA,94
"110","Nigeria-2007",3,NA,3,2,3,"No","No","No","No","8","Federal system","Autonomous decision","Yes, exact periods","One day","Yes","Yes","Plurality (FPP)","Directly elected","Majority rule","More than two","No","Yes","Yes","No","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8,2,0,NA,"PF",8,2089.77715420856,6036021404.82071,5.38800796858625,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","yes","no","no",2,6,0,1,0,1,37.75
"111","Nigeria-2007",3,NA,3,2,3,"No","No","No","No","8","Federal system","Autonomous decision","Yes, exact periods","One day","Yes","Yes","Plurality (FPP)","Directly elected","Majority rule","More than two","No","Yes","Yes","No","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8,2,0,NA,"PF",8,2089.77715420856,6036021404.82071,5.38800796858625,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","yes","no","no",2,6,0,1,0,1,63
"112","Nigeria-2008",NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,9,2,0,NA,"PF",9,2172.79377093515,8194071895.46245,11.5810751748252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,2,0,1,46
"113","Nigeria-2008",NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,9,2,0,NA,"PF",9,2172.79377093515,8194071895.46245,11.5810751748252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,2,0,1,89
"114","Nigeria-2009",NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,10,2,0,NA,"PF",9,2285.73460055145,8555990006.71682,12.5549603893497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,2,0,NA,51.5
"115","Nigeria-2009",NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,10,2,0,NA,"PF",9,2285.73460055145,8555990006.71682,12.5549603893497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,2,0,NA,104
"116","Nigeria-2010",NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,11,2,0,NA,"PF",8,2403.64525649938,6026253091.34715,13.7202018444406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,NA,NA
"117","Nigeria-2011",3,NA,3,3,0,"No","No","No","Yes","12","Federal system","Autonomous decision","Yes, exact periods","One day","No","No","Plurality (FPP)","Directly elected","Majority rule","More than two","No","Yes","Yes","No","Yes","Widespread participation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,12,2,0,NA,"PF",8,2464.3450444746,8841062050.7726,10.8400275418866,NA,"no","yes","yes","yes","no","yes","no","no",NA,"no","yes","yes","no","no","no",0,3,0,2,0,NA,NA
"118","Nigeria-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,13,2,0,NA,"PF",8,2500.64118074823,7069908427.93651,12.2177817351031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34.11
"119","Nigeria-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,13,2,0,NA,"PF",8,2500.64118074823,7069908427.93651,12.2177817351031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99
"120","Nigeria-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,14,2,0,NA,"PF",8,2597.00895705204,5562857987.46966,8.47582728502893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.24
"121","Nigeria-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,14,2,0,NA,"PF",8,2597.00895705204,5562857987.46966,8.47582728502893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"122","Nigeria-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,15,2,0,NA,"PF",9,2688.2672430577,4693828631.89583,8.06248582444999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.09
"123","Nigeria-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,15,2,0,NA,"PF",9,2688.2672430577,4693828631.89583,8.06248582444999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105
"124","Nigeria-2015",1,42,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,53.300735,6.3333335,75.46296,65.625,61.805557,41.712963,59.72222,48.88889,20.222221,31.10243,73.486115,67.482635,70.486115,42,0,7,0,3,4,2,"PF",9,2687.48005643212,3064168904.45333,9.00938718326781,NA,"no","yes","yes","yes","yes","no","no","no",NA,"no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,35.9
"125","Nigeria-2015",1,42,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,53.300735,6.3333335,75.46296,65.625,61.805557,41.712963,59.72222,48.88889,20.222221,31.10243,73.486115,67.482635,70.486115,42,0,7,0,3,4,2,"PF",9,2687.48005643212,3064168904.45333,9.00938718326781,NA,"no","yes","yes","yes","yes","no","no","no",NA,"no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,110
"126","Nigeria-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,3,4,NA,"PF",8,2575.4554493501,3453258407.9848,15.6753405526234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Nigeria-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,3,4,NA,"PF",8,2575.4554493501,3453258407.9848,15.6753405526234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116
"128","Nigeria-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,3,4,NA,"PF",8,2529.38524845349,2412974916.23264,16.5235399802169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.69
"129","Nigeria-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,3,4,NA,"PF",8,2529.38524845349,2412974916.23264,16.5235399802169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,122
"130","Nigeria-2019",3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PF",9,2502.652281009,2305099811.70358,11.3967949687168,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","yes","no","no",NA,NA,NA,NA,NA,NA,36.5
"131","Nigeria-2019",3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PF",9,2502.652281009,2305099811.70358,11.3967949687168,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","yes","no","no",NA,NA,NA,NA,NA,NA,120
"132","Sierra Leone-1962",0,NA,NA,NA,NA,"No","Yes","No","No","1","Missing information","Missing information","Yes, inexact periods","One day","No","No executive elections","Missing information","Missing information","N/A - no elected executive","Missing information","Missing information","No","No","Missing information","Missing information","Missing information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,NA,NA,NA,513.208968954119,NA,NA,NA,"no","yes","yes","yes","no","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"133","Sierra Leone-1967",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,4,1,-2,NA,NA,558.528518679913,NA,NA,NA,"no","yes","yes","yes","no","no","no","no",NA,"yes","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"134","Sierra Leone-1973",3,NA,NA,NA,NA,"No","Yes","No","Yes","2","Unitary system","Central government decision","Yes, inexact periods","One day","Yes","Yes","Missing information","Elected through legislature","Missing information","Two","No","No","No","Yes","Yes","Widespread participation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,4,2,NA,"PF",11,639.146721174257,6240000,NA,NA,"no","yes","yes","yes","yes","no","no","yes","no","no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"135","Sierra Leone-1977",3,NA,2,1,NA,"No","Yes","No","No","6","Unitary system","Central government decision","Yes, inexact periods","One day","Yes","Yes","Missing information","Elected through legislature","Missing information","One","No","Yes","Yes","No","Yes","Widespread participation",NA,NA,0,1,0,0,"(3) Citizens have the right to change government","(2) Right exists but some problems","(2) Right exists but some problems",0,"(2) Moderate - moderate problems","(1) Low - minor problems only","(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,6,4,2,NA,"PF",10,615.518682160074,5058889.54871564,NA,NA,"no","yes","yes","yes","yes","no","no","yes","no","no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"136","Sierra Leone-1982",3,NA,3,3,NA,"No","Yes","No","No","4","Unitary system","Central government decision","Yes, inexact periods","One day","Yes","Yes","Missing information","Directly elected","Majority rule","One","Yes","No","No","No","Yes","Widespread participation",NA,NA,0,1,0,0,"(2) Right exists but some problems","(2) Right exists but some problems","(2) Right exists but some problems",1,"(3) High - major problems","(3) High - major problems",NA,"(2) Moderate - moderate problems",NA,NA,"(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,11,4,1,NA,"PF",10,666.806964682726,4682515.64366817,NA,NA,"no","no","no","yes","unclear","no","yes","no",NA,"no","no",NA,NA,"no","no",6,9,1,1,2,NA,NA
"137","Sierra Leone-1985",0,NA,3,3,NA,"Yes","No","No","Yes","7","Unitary system","Central government decision","Yes, inexact periods","One day","Yes","Yes","Missing information","Directly elected","Majority rule","One","Yes","Missing information","Missing information","No","No","N/A - no election protest",NA,NA,1,0,NA,NA,"(1) Citizens do not have right to change government","(2) Right exists but some problems","(2) Right exists but some problems",1,"(3) High - major problems","(3) High - major problems","(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,14,4,1,NA,"PF",10,598.582548571587,-30957002.2550321,NA,NA,"yes","no","no","no","yes","no","yes","no",NA,"no","no",NA,NA,"no","no",7,10,1,1,1,NA,NA
"138","Sierra Leone-1986",3,NA,2,3,1,"No","Yes","No","Yes","8","Unitary system","Central government decision","Yes, inexact periods","Multiple days","Yes","Yes","Missing information","Directly elected","Majority rule","One","Yes","No","No","No","Yes","Widespread participation",NA,NA,0,1,0,0,"(1) Citizens do not have right to change government","(2) Right exists but some problems","(2) Right exists but some problems",0.5,"(2) Moderate - moderate problems","(3) High - major problems","(1) Low - minor problems only","(1) Low - minor problems only","(0) Good - no problems","(1) Low - minor problems only","(0) Good - no problems","(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,15,4,1,NA,"PF",10,588.748674355185,-140310793.680454,NA,NA,"no","no","no","yes","no","no","yes","no",NA,"no","no",NA,NA,"no","no",7,11,1,1,1,NA,NA
"139","Sierra Leone-1995",NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,24,4,1,NA,"NF",13,421.279274458994,7287055.90785857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,0,1,NA,NA
"140","Sierra Leone-1996",2,NA,1,0,0,"Yes","Yes","Yes","Yes","5","Unitary system","Missing information","Yes, inexact periods","Missing information","No","No","Proportional representation","Directly elected","Majority rule","Missing information","No","Yes","Yes","No","No","N/A - no election protest",NA,NA,1,1,0,0,"(3) Citizens have the right to change government","(3) Citizens have freedom of association","(1) Citizens do not have freedom of speech",0,"(1) Low - minor problems only","(0) Good - no problems","(1) Low - minor problems only","(2) Moderate - moderate problems","(0) Good - no problems","(0) Good - no problems","(2) Moderate - moderate problems","(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,3,3,"PF",9,427.802306213262,663927.905227631,NA,NA,"yes","yes","yes","yes","yes","no","yes","no",NA,"no","yes","yes","no","no","no",3,10,1,0,1,NA,NA
"141","Sierra Leone-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-77,-77,-77,"NF",13,400.557686427837,1800032.09430632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Sierra Leone-2002",0,83.26,2,0,2,"No","No","No","Yes","11","Unitary system","Missing information","Yes, inexact periods","Multiple days","Yes","Yes","Proportional representation","Directly elected","Majority rule","More than two","No","Yes","Yes","No","No","N/A - no election protest",83.26,83.26,1,1,0,0,"(2) Right exists but some problems","(3) Citizens have freedom of association","(2) Right exists but some problems",0,"(2) Moderate - moderate problems","(0) Good - no problems","(1) Low - minor problems only","(1) Low - minor problems only","(0) Good - no problems","(2) Moderate - moderate problems","(0) Good - no problems","(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,2,3,0,"PF",8,440.561176150426,10413409.4634409,NA,NA,"yes","yes","yes","yes","no","no","yes","no",NA,"no","yes","yes","no","no","no",8,11,1,2,1,NA,23.5
"143","Sierra Leone-2002",0,83.26,2,0,2,"No","No","No","Yes","11","Unitary system","Missing information","Yes, inexact periods","Multiple days","Yes","Yes","Proportional representation","Directly elected","Majority rule","More than two","No","Yes","Yes","No","No","N/A - no election protest",83.26,83.26,1,1,0,0,"(2) Right exists but some problems","(3) Citizens have freedom of association","(2) Right exists but some problems",0,"(2) Moderate - moderate problems","(0) Good - no problems","(1) Low - minor problems only","(1) Low - minor problems only","(0) Good - no problems","(2) Moderate - moderate problems","(0) Good - no problems","(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,2,3,0,"PF",8,440.561176150426,10413409.4634409,NA,NA,"yes","yes","yes","yes","no","no","yes","no",NA,"no","yes","yes","no","no","no",8,11,1,2,1,NA,36
"144","Sierra Leone-2007",0,81.15,2,2,0,"No","No","No","No","16","Unitary system","No regional/provincial governments","Yes, inexact periods","One day","Yes","Yes","Proportional representation","Directly elected","Majority rule","Two","No","Yes","Yes","No","No","N/A - no election protest",75,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,3,4,0,"PF",6,500.928234936043,95470171.3159828,11.6499744518106,NA,"no","yes","yes","yes","yes","no","yes","no",NA,"no","yes","yes","no","no","no",6,7,1,2,1,NA,27.75
"145","Sierra Leone-2007",0,81.15,2,2,0,"No","No","No","No","16","Unitary system","No regional/provincial governments","Yes, inexact periods","One day","Yes","Yes","Proportional representation","Directly elected","Majority rule","Two","No","Yes","Yes","No","No","N/A - no election protest",75,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,3,4,0,"PF",6,500.928234936043,95470171.3159828,11.6499744518106,NA,"no","yes","yes","yes","yes","no","yes","no",NA,"no","yes","yes","no","no","no",6,7,1,2,1,NA,46
"146","Sierra Leone-2012",1,87.3,1,0,0,"No","No","No","No","21","Unitary system","No regional/provincial governments","Yes, inexact periods","One day","Yes","Yes","Proportional representation","Directly elected","Majority rule","Two","No","Yes","Yes","No","No","N/A - no election protest",87.3,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,56.53061,NA,66.66667,78.4375,45.833332,66.25,63.5,30.25,32.75,54.21875,62.5,63.4375,71.875,87.3,0,7,10,3,4,NA,"F",5,627.115941385395,722447405.067388,6.58835961632254,NA,"no","yes","yes","yes","no","no","no","no",NA,"no","yes","yes","no","no","no",NA,NA,NA,NA,NA,1,26.35
"147","Sierra Leone-2012",1,87.3,1,0,0,"No","No","No","No","21","Unitary system","No regional/provincial governments","Yes, inexact periods","One day","Yes","Yes","Proportional representation","Directly elected","Majority rule","Two","No","Yes","Yes","No","No","N/A - no election protest",87.3,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,56.53061,NA,66.66667,78.4375,45.833332,66.25,63.5,30.25,32.75,54.21875,62.5,63.4375,71.875,87.3,0,7,10,3,4,NA,"F",5,627.115941385395,722447405.067388,6.58835961632254,NA,"no","yes","yes","yes","no","no","no","no",NA,"no","yes","yes","no","no","no",NA,NA,NA,NA,NA,1,47
