NEWID,NEWID2,COUNTRY,YEAR,COW,DATELEG,DATEEXEC,LEGELEC,EXELEC,SELTRANS,SELRUNOFF,SP1,SP2,SOBSDOM,SIEMASS,SF1,SF2,SF3,SA1,SA2,SREC,SR0STR,SR11CHEAT,SR13VIOL,SR12CAP,SR21CHEAT,SR23VIOL,SR22CAP,INTERCODER,REC_SCORE,PROBLEMS
4296,4281,Syria                       ,2003,652,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(3) High - major problems,(3) High - major problems,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,2,0,4
4303,4288,Taiwan                      ,1980,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,5,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,5
4306,4291,Taiwan                      ,1983,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(3) Citizens have freedom of speech,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,4
4309,4294,Taiwan                      ,1986,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,8,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(3) Citizens have freedom of speech,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,4
4312,4297,Taiwan                      ,1989,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(6) UNDOCUMENTED CODE,(3) Citizens have the right to change government,(2) Right exists but some problems,(3) Citizens have freedom of speech,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,4
4314,4299,Taiwan                      ,1991,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,5,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,4
4318,4303,Taiwan                      ,1995,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(1) Transition or Transitional Election,(0) Otherwise,6,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,1
4319,4304,Taiwan                      ,1996,713,(3) March,(3) March,(1) Legislative Election,(1) Executive Election,(1) Transition or Transitional Election,(0) Otherwise,NA,5,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,1
4321,4306,Taiwan                      ,1998,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,1
4323,4308,Taiwan                      ,2000,713,NA,(3) March,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,3,0,1
4324,4309,Taiwan                      ,2001,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,7,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
4327,4312,Taiwan                      ,2004,713,NA,(3) March,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,NA,2
4328,4313,Taiwan                      ,2004,713,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,NA,2
4332,4317,Tajikistan                  ,1994,702,NA,(11) November,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,8,7,(0) Otherwise,(1) Presence of International Observers,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(0) Good - no problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,NA,(1) Low - minor problems only,2,0,5
4333,4318,Tajikistan                  ,1995,702,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,8,6,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,0,0,5
4337,4322,Tajikistan                  ,1999,702,NA,(11) November,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,9,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(1) One variable had to be reconciled,(3) High - major problems,(3) High - major problems,NA,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,1,0,5
4338,4323,Tajikistan                  ,2000,702,(2) February,NA,(1) Legislative Election,(0) Otherwise,(1) Transition or Transitional Election,(0) Otherwise,NA,9,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,(3) High - major problems,NA,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,0,0,5
4348,4333,Tanzania                    ,1980,510,(10) October,(10) October,(1) Legislative Election,(1) Executive Election,NA,NA,5,2,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(3) High - major problems,NA,NA,NA,NA,NA,NA,NA,NA,4
4353,4338,Tanzania                    ,1985,510,(10) October,(10) October,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,7,4,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,NA,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,0,1,5
4358,4343,Tanzania                    ,1990,510,(10) October,(10) October,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,9,7,(1) Presence of Domestic Observers,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,2,0,5
4363,4348,Tanzania                    ,1995,510,(10) October,(10) October,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,6,7,(1) Presence of Domestic Observers,(1) Presence of International Observers,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,0,0,2
4368,4353,Tanzania                    ,2000,510,(10) October,(10) October,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,11,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(1) Low - minor problems only,(1) One variable had to be reconciled,(0) Good - no problems,(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,1,0,1
4377,4362,Thailand                    ,1979,800,(4) April,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,7,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,1
4381,4366,Thailand                    ,1983,800,(4) April,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,8,5,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,2,1
4384,4369,Thailand                    ,1986,800,(7) July,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,8,4,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,2
4386,4371,Thailand                    ,1988,800,(7) July,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,8,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,1
4390,4375,Thailand                    ,1992,800,(9) September,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,7,6,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,2
4393,4378,Thailand                    ,1995,800,(7) July,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,6,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
4394,4379,Thailand                    ,1996,800,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,5,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,1,0,3
4398,4383,Thailand                    ,2000,800,(7) July,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,9,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,0,1
4399,4384,Thailand                    ,2001,800,(1) January,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,7,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,0,0,2
4403,4388,Timor-Leste                 ,2001,860,(8) August,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,10,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",NA,NA,NA,NA,NA,NA,NA,0,0,0
4404,4389,Timor-Leste                 ,2002,860,NA,(4) April,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,0
4411,4396,Togo                        ,1979,461,(12) December,(12) December,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,5,2,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,NA,4
4417,4402,Togo                        ,1985,461,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,5,1,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,4
4418,4403,Togo                        ,1986,461,NA,(12) December,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,6,2,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,NA,NA,NA,NA,NA,NA,0,0,5
4422,4407,Togo                        ,1990,461,(4) April,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,8,3,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(3) High - major problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,2,0,4
4425,4410,Togo                        ,1993,461,NA,(8) August,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,6,7,(0) Otherwise,(1) Presence of International Observers,(1) Citizens do not have right to change government,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,(3) High - major problems,(2) Moderate - moderate problems,NA,(3) High - major problems,(2) Moderate - moderate problems,(1) Low - minor problems only,0,0,5
4426,4411,Togo                        ,1994,461,(2) February,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,5,7,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,3,0,4
4430,4415,Togo                        ,1998,461,NA,(6) June,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,12,(1) Presence of Domestic Observers,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(3) High - major problems,3,0,5
4431,4416,Togo                        ,1999,461,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,13,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,0,0,5
4434,4419,Togo                        ,2002,461,(10) October,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,13,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(3) High - major problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,0,1,4
4435,4420,Togo                        ,2003,461,NA,(6) June,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,9,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(3) High - major problems,(1) Low - minor problems only,(1) Low - minor problems only,(3) High - major problems,(2) Moderate - moderate problems,(1) Low - minor problems only,2,0,5
4443,4428,Trinidad-Tobago             ,1981,52,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,3,2,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
4448,4433,Trinidad-Tobago             ,1986,52,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,4,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
4453,4438,Trinidad-Tobago             ,1991,52,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,6,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
4457,4442,Trinidad-Tobago             ,1995,52,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,3,5,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
4462,4447,Trinidad-Tobago             ,2000,52,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,4,(1) Presence of Domestic Observers,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
4463,4448,Trinidad-Tobago             ,2001,52,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,0,0,1
4464,4449,Trinidad-Tobago             ,2002,52,(10) October,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,10,(1) Presence of Domestic Observers,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,(1) One variable had to be reconciled,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,1,0,0
4473,4458,Tunisia                     ,1981,616,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,4,3,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(2) Both variables had to be reconciled,(2) Moderate - moderate problems,(2) Moderate - moderate problems,NA,(0) Good - no problems,NA,NA,NA,3,2,4
4478,4463,Tunisia                     ,1986,616,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,7,2,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,NA,NA,(0) Good - no problems,0,1,5
4481,4466,Tunisia                     ,1989,616,(4) April,(4) April,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,7,6,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(2) Moderate - moderate problems,2,0,4
4486,4471,Tunisia                     ,1994,616,(3) March,(3) March,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,6,7,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,1,4
4491,4476,Tunisia                     ,1999,616,(10) October,(10) October,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,7,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,1,0,4
4496,4481,Tunisia                     ,2004,616,(10) October,(10) October,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,12,(1) Presence of Domestic Observers,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(3) Citizens have freedom of speech,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,0,0,4
4508,4493,Turk Cyprus                 ,1985,353,NA,(6) June,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,5,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,0,0,0
4513,4498,Turk Cyprus                 ,1990,353,NA,(4) April,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,4,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,0
