country_year,electexec,electleg,electboth,IAEP.Constitution amended this year?,IAEP.Age of constitution (years),govstruct,IAEP.Regional government reps selected,IAEP.Election scheduled,IAEP.Election period,IAEP.Do party nominations field leg candidates?,IAEP.Do party nominations field executive candidates?,IAEP.Leg elec sys,IAEP.Exec elec sys,IAEP.Exec elec rules,IAEP.Num of parties that hold >= 5% of legislature,IAEP.Official state party?,IAEP.Leg elec competetive?,IAEP.Exec elec competetive?,IAEP.Boycotted by major party?,IAEP.Did election cause protest/violence?,IAEP.protestpart,IAEP.% of pop voting in leg elec,IAEP.% of pop voting in exec elec,EXELEC,LEGELEC,QED.Transitional election,QED.Runoff election,QED.Freedom to change government,QED.Freedom of association,QED.Freedom of speech,QED.Overall election quality,QED.Extent of election problems,QED.Pre-election legal structural enviornment,QED.Pre-election political conditions,QED.Pre-election violence/unrest,QED.Pre-election administrative capacity,QED.Election day explicit cheating,QED.Election day violence/unrest,QED.Election day administrative capacity,PEI.# years since last regime transition,PEI.WB income level,"PEI.PEI index of electoral integrity, imputed",PEI.Rating of electoral integrity (1-10),"PEI.Electoral laws index (0-100), imputed","PEI.Electoral prodcedures index (0-100), imputed","PEI.Voting district boundaries index (0-100), imputed","PEI.Voter regisration index (0-100), imputed","PEI.Party/candidate registration index (0-100), imputed","PEI.Media coverage index (0-100), imputed","PEI.Campaign finance index (0-100), imputed","PEI.Voting process index (0-100), imputed","PEI.Vote count index (0-100), imputed","PEI.Voting results/reactions index (protests/disputes) (0-100), imputed","PEI.Electoral authorities index (0-100), imputed",PEI.turnout,nelda1,nelda3,nelda4,nelda5,nelda11,nelda17,nelda18,nelda29,nelda30,nelda32,nelda45,nelda46,nelda47,nelda48,nelda49,VDEM.turnout,VDEM.VAP_turnout,VDEM.EMB_capacity_ord,VDEM.yrs_education,v2xel_elecparl,v2xel_elecpres,VDEM.elec_viol,VDEM.international_monitors_present,country,POLITY5.fragment,POLITY5.polity2,POLITY5.durable,POLITY5.parreg,POLITY5.parcomp,POLITY5.regtrans,FH.status,FH.fh_total,WB.GDP per capita (constant 2015 US$),"WB.Foreign direct investment, net inflows (BoP, current US$","WB.Inflation, consumer prices (annual %)",WB.Gini index,WB.%pop living in urban,WB.adult literacy rate,CIRI.PHYSINT,CIRI.NEW_EMPINX,CIRI.ELECSD,CIRI.WOPOL,CIRI.INJUD,Press Freedom Index,"AFROBAR.Election Integrity (10=free/fair, 0=unfree/unfair)"
Somalia-1986,Yes,No,No,No,7,Unitary system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Majority,Directly elected,Majority rule,One,Yes,Missing information,Missing information,No,No,N/A - no election protest,.a,.a,1,0,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(3) High - major problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Somalia,NA,-7,17,4,1,NA,NF,14,NA,3060000,NA,NA,28.333,NA,3,4,0,1,1,NA,NA
Somalia-2009,Yes,No,No,No,5,Federal system,Autonomous decision,No formal schedule,One day,N/A - no elected legislature,No executive elections,N/A - no elected legislature,Elected through legislature,N/A - no elected executive,Missing information,No,Missing information,Missing information,Missing information,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somalia,3,0,0,-77,-77,NA,NF,14,NA,108000000,NA,NA,37.645,NA,NA,NA,NA,NA,NA,66,NA
Somalia-2009,Yes,No,No,No,5,Federal system,Autonomous decision,No formal schedule,One day,N/A - no elected legislature,No executive elections,N/A - no elected legislature,Elected through legislature,N/A - no elected executive,Missing information,No,Missing information,Missing information,Missing information,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somalia,3,0,0,-77,-77,NA,NF,14,NA,108000000,NA,NA,37.645,NA,NA,NA,NA,NA,NA,121,NA
Somalia-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.636,0,1,2.359,NA,Somalia,1,5,5,1,0,NA,NF,14,406.427231255181,369000000,NA,36.8,44.391,NA,NA,NA,NA,NA,NA,65.95,NA
Somalia-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.636,0,1,2.359,NA,Somalia,1,5,5,1,0,NA,NF,14,406.427231255181,369000000,NA,36.8,44.391,NA,NA,NA,NA,NA,NA,167,NA
South Africa-1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,38,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,yes,no,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,43,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,48,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,yes,no,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,51,4,2,NA,NA,NA,3890.37496121135,NA,2.10237396324093,NA,46.793,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1966,No,Yes,No,Yes,5,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,56,4,2,NA,NA,NA,4675.44206375493,NA,3.48923368982036,NA,47.362,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,59,4,2,NA,NA,NA,5057.39846014454,NA,3.23822451961745,NA,47.704,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1970,No,Yes,No,No,9,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,yes,no,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,60,4,2,NA,NA,NA,5184.47651123656,334599866.2,4.99187711721287,NA,47.809,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1974,No,Yes,No,Yes,13,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,No,N/A - no election protest,75,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,64,4,2,NA,PF,9,5481.5962614499,696123636.3,11.7241259217023,NA,48.049,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,65,4,2,NA,PF,9,5432.34636434499,187962807.7,13.4259418678705,NA,48.109,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1977,No,Yes,No,No,16,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,No,N/A - no election protest,64.7,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,67,4,2,NA,PF,11,5279.90753374556,-121900030.5,11.1519640869289,NA,48.229,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-1981,No,Yes,No,Yes,20,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,71,4,2,NA,NA,NA,5725.02600605763,65000000,15.2542442656564,NA,48.591,NA,1,2,0,0,1,NA,NA
South Africa-1984,No,Yes,No,No,1,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,Yes,Widespread participation,30.9,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,yes,no,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,74,4,2,NA,PF,11,5419.72238581066,419500000,11.5264813036766,NA,49.088,NA,2,2,0,0,1,NA,NA
South Africa-1987,No,Yes,No,No,4,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,Yes,Widespread participation,67.97,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,yes,no,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,77,4,2,NA,PF,11,5075.97180982509,-191667969.848626,16.1605814426616,NA,50.439,NA,1,2,0,1,1,NA,NA
South Africa-1989,No,Yes,No,No,6,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,Yes,Widespread participation,69,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,yes,no,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,4,79,4,2,NA,PF,11,5169.78822307534,-201208430.59616,14.730918284745,NA,51.505,NA,3,4,0,1,2,NA,NA
South Africa-1994,No,Yes,No,No,11,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,86.90000000000001,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,9,0,2,4,2,F,5,4619.38823700333,374410441.074407,8.93852493545717,NA,54.004,NA,2,11,2,2,2,NA,NA
South Africa-1999,No,Yes,No,Yes,2,Unitary system,Autonomous decision,"Yes, inexact periods",Multiple days,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,89.3,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,NA,9,5,2,4,NA,F,3,4798.44750520995,1503332454.41012,5.1814927974787,NA,56.411,NA,4,13,2,3,2,NA,6.2959
South Africa-2004,No,Yes,No,No,7,Unitary system,Autonomous decision,"Yes, inexact periods",Multiple days,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,Yes,Moderate participation,76.73,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,no,N/A,no,no,76.73,56.77,4,7.616,1,0,2.853,1,South Africa,0,9,10,2,4,NA,F,3,5373.80695103202,701422007.629779,-0.692030271024119,NA,58.993,NA,5,12,1,3,2,6.5,NA
South Africa-2004,No,Yes,No,No,7,Unitary system,Autonomous decision,"Yes, inexact periods",Multiple days,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,Yes,Moderate participation,76.73,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,no,N/A,no,no,76.73,56.77,4,7.616,1,0,2.853,1,South Africa,0,9,10,2,4,NA,F,3,5373.80695103202,701422007.629779,-0.692030271024119,NA,58.993,NA,5,12,1,3,2,93,NA
South Africa-2009,No,Yes,No,Yes,12,Unitary system,Autonomous decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,no,N/A,yes,no,77.3,56.57,4,7.836,1,0,2.625,1,South Africa,0,9,15,2,4,NA,F,4,5992.02728259253,7624489973.88189,7.21531413612565,NA,61.687,92.8948593139648,2,10,1,3,1,12,NA
South Africa-2009,No,Yes,No,Yes,12,Unitary system,Autonomous decision,"Yes, inexact periods",One day,Yes,No executive elections,Proportional representation,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,no,N/A,yes,no,77.3,56.57,4,7.836,1,0,2.625,1,South Africa,0,9,15,2,4,NA,F,4,5992.02728259253,7624489973.88189,7.21531413612565,NA,61.687,92.8948593139648,2,10,1,3,1,10,NA
South Africa-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,63.250957,7.5,72.21354,78.125,69.322914,51.536457,59.9375,56.3125,35.265625,62.470703,75.15625,72.91016,70.703125,73.6,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,73.48,53.77,4,7.88,1,0,2.623,1,South Africa,0,9,20,2,4,NA,F,4,6273.56631828484,5791659020.09998,6.12983770287145,63,64.312,94.1399002075195,NA,NA,NA,NA,NA,22.06,6.44568
South Africa-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,63.250957,7.5,72.21354,78.125,69.322914,51.536457,59.9375,56.3125,35.265625,62.470703,75.15625,72.91016,70.703125,73.6,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,73.48,53.77,4,7.88,1,0,2.623,1,South Africa,0,9,20,2,4,NA,F,4,6273.56631828484,5791659020.09998,6.12983770287145,63,64.312,94.1399002075195,NA,NA,NA,NA,NA,34,6.44568
South Africa-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,yes,no,N/A,no,no,66.05,47.28,4,7.88,1,0,2.865,1,South Africa,NA,NA,NA,NA,NA,NA,F,4,6125.73532475494,5116098443.48715,4.12024587014984,NA,66.856,95.0229721069336,NA,NA,NA,NA,NA,22.19,NA
South Africa-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,yes,no,N/A,no,no,66.05,47.28,4,7.88,1,0,2.865,1,South Africa,NA,NA,NA,NA,NA,NA,F,4,6125.73532475494,5116098443.48715,4.12024587014984,NA,66.856,95.0229721069336,NA,NA,NA,NA,NA,31,NA
Sudan-1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-7,0,4,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1965,No,Yes,No,No,3,Unitary system,Central government decision,No formal schedule,Multiple days,No,No executive elections,Missing information,Missing information,N/A - no elected executive,More than two,No,Yes,Yes,Yes,Yes,Moderate participation,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,6,0,3,3,3,NA,NA,948.748347189326,NA,-2.44602939056207,NA,13.373,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,6,2,3,3,NA,NA,NA,876.127784884215,NA,11.0135558877735,NA,14.567,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1968,No,Yes,No,No,6,Unitary system,Central government decision,No formal schedule,Multiple days,No,No executive elections,Missing information,Missing information,N/A - no elected executive,More than two,No,Yes,Yes,Yes,Yes,Low participation,61,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,6,3,3,3,NA,NA,NA,867.573681749751,NA,-10.033895358939,NA,15.197,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1971,Yes,No,No,No,9,Unitary system,Central government decision,No formal schedule,Multiple days,No,No,Missing information,Missing information,Missing information,More than two,Yes,Yes,Yes,No,No,N/A - no election protest,.a,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,unclear,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-7,0,4,1,-2,NA,NA,871.014493569815,NA,1.3036690085935,NA,17.22,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1972,No,Yes,No,No,1,Unitary system,Central government decision,Missing information,Multiple days,No,No,Missing information,Directly elected,Missing information,Missing information,Yes,No,No,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unclear,unclear,unclear,unclear,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-7,1,4,1,NA,NF,12,802.061628723637,610000,13.5547507128621,NA,17.941,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1974,No,Yes,No,No,1,Federal system,Autonomous decision,"Yes, inexact periods",Multiple days,No,Yes,Missing information,Directly elected,Missing information,Missing information,Yes,No,No,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,unclear,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-6,3,4,1,NA,NF,12,845.172930149904,-1159999.9,26.1581023014198,NA,18.744,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1977,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,(1) Citizens do not have right to change government,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,NA,NA,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,unclear,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-6,6,4,1,NA,NF,11,1098.94428635146,8269999.9,17.0763307914921,NA,19.344,NA,NA,NA,NA,NA,NA,NA,NA
